host_time_utc,host_elapsed_s,sequence,timestamp_us,raw_x,raw_y,raw_z,median_x,median_y,median_z,calibrated_x_g,calibrated_y_g,calibrated_z_g,filtered_x_g,filtered_y_g,filtered_z_g,filtered_x_ms2,filtered_y_ms2,filtered_z_ms2,flags
2026-08-09T20:53:57.699+00:00,0.005218,335200,711525623,-153,334,8123,,,,,,,,,,,,,0x00000007
2026-08-09T20:53:58.487+00:00,0.793227,335250,711631740,-146,348,8110,,,,,,,,,,,,,0x00000007
2026-08-09T20:53:58.491+00:00,0.796842,335300,711737856,-141,350,8150,,,,,,,,,,-0.203,0.398,9.840,0x00000007
2026-08-09T20:53:58.493+00:00,0.798744,335350,711843972,-146,344,8128,,,,,,,,,,-0.204,0.401,9.822,0x00000007
2026-08-09T20:53:58.495+00:00,0.800699,335400,711950089,-146,344,8124,,,,,,,,,,-0.212,0.395,9.801,0x00000007
2026-08-09T20:53:58.497+00:00,0.802694,335450,712056205,-163,365,8144,,,,,,,,,,-0.205,0.397,9.833,0x00000007
2026-08-09T20:53:58.499+00:00,0.804600,335500,712162321,-134,338,8129,,,,,,,,,,-0.195,0.404,9.830,0x00000007
2026-08-09T20:53:58.501+00:00,0.806413,335550,712268438,-148,345,8128,,,,,,,,,,-0.208,0.397,9.819,0x00000007
2026-08-09T20:53:58.545+00:00,0.851228,335600,712374554,-119,335,8127,,,,,,,,,,-0.193,0.398,9.829,0x00000007
2026-08-09T20:53:58.651+00:00,0.957078,335650,712480670,-134,328,8123,,,,,,,,,,-0.203,0.399,9.809,0x00000007
2026-08-09T20:53:58.757+00:00,1.062693,335700,712586787,-151,329,8138,,,,,,,,,,-0.207,0.396,9.834,0x00000007
2026-08-09T20:53:58.863+00:00,1.168907,335750,712692903,-141,366,8128,,,,,,,,,,-0.203,0.411,9.831,0x00000007
2026-08-09T20:53:58.969+00:00,1.275096,335800,712799019,-155,347,8127,,,,,,,,,,-0.205,0.398,9.815,0x00000007
2026-08-09T20:53:59.075+00:00,1.381055,335850,712905136,-173,346,8106,,,,,,,,,,-0.210,0.392,9.815,0x00000007
2026-08-09T20:53:59.181+00:00,1.486984,335900,713011252,-136,344,8138,,,,,,,,,,-0.203,0.400,9.807,0x00000007
2026-08-09T20:53:59.288+00:00,1.593747,335950,713117368,-146,338,8134,,,,,,,,,,-0.207,0.403,9.828,0x00000007
2026-08-09T20:53:59.394+00:00,1.699445,336000,713223485,-162,332,8131,,,,,,,,,,-0.190,0.409,9.814,0x00000007
2026-08-09T20:53:59.499+00:00,1.805329,336050,713329601,-141,342,8153,,,,,,,,,,-0.196,0.384,9.835,0x00000007
2026-08-09T20:53:59.606+00:00,1.911495,336100,713435718,-154,338,8140,,,,,,,,,,-0.210,0.392,9.830,0x00000007
2026-08-09T20:53:59.712+00:00,2.017758,336150,713541834,-155,357,8140,,,,,,,,,,-0.214,0.387,9.829,0x00000007
2026-08-09T20:53:59.818+00:00,2.123872,336200,713647950,-151,356,8129,,,,,,,,,,-0.205,0.402,9.820,0x00000007
2026-08-09T20:53:59.924+00:00,2.229997,336250,713754066,-151,356,8151,,,,,,,,,,-0.210,0.399,9.821,0x00000007
2026-08-09T20:54:00.030+00:00,2.336086,336300,713860183,-136,334,8133,,,,,,,,,,-0.205,0.391,9.824,0x00000007
2026-08-09T20:54:00.136+00:00,2.442328,336350,713966299,-144,341,8134,,,,,,,,,,-0.200,0.392,9.809,0x00000007
2026-08-09T20:54:00.242+00:00,2.548228,336400,714072415,-144,339,8132,,,,,,,,,,-0.203,0.402,9.832,0x00000007
2026-08-09T20:54:00.348+00:00,2.654234,336450,714178532,-143,329,8144,,,,,,,,,,-0.213,0.396,9.841,0x00000007
2026-08-09T20:54:00.455+00:00,2.760475,336500,714284648,-147,337,8135,,,,,,,,,,-0.213,0.397,9.814,0x00000007
2026-08-09T20:54:00.561+00:00,2.866498,336550,714390765,-146,344,8136,,,,,,,,,,-0.210,0.397,9.822,0x00000007
2026-08-09T20:54:00.666+00:00,2.972188,336600,714496881,-137,342,8134,,,,,,,,,,-0.209,0.404,9.823,0x00000007
2026-08-09T20:54:00.773+00:00,3.078759,336650,714602997,-155,334,8130,,,,,,,,,,-0.211,0.398,9.826,0x00000007
2026-08-09T20:54:00.878+00:00,3.184221,336700,714709114,-160,356,8126,,,,,,,,,,-0.215,0.400,9.822,0x00000007
2026-08-09T20:54:00.985+00:00,3.290797,336750,714815230,-164,352,8123,,,,,,,,,,-0.219,0.406,9.826,0x00000007
2026-08-09T20:54:01.091+00:00,3.397031,336800,714921346,-152,334,8136,,,,,,,,,,-0.204,0.398,9.823,0x00000007
2026-08-09T20:54:01.197+00:00,3.502892,336850,715027462,-195,350,8122,,,,,,,,,,-0.216,0.368,9.824,0x00000007
2026-08-09T20:54:01.304+00:00,3.609488,336900,715133579,-144,322,8147,,,,,,,,,,-0.203,0.389,9.807,0x00000007
2026-08-09T20:54:01.410+00:00,3.715482,336950,715239695,-137,351,8131,,,,,,,,,,-0.190,0.402,9.817,0x00000007
2026-08-09T20:54:01.516+00:00,3.821595,337000,715345811,-155,363,8123,,,,,,,,,,-0.211,0.399,9.818,0x00000007
2026-08-09T20:54:01.622+00:00,3.927508,337050,715451927,-130,360,8132,,,,,,,,,,-0.204,0.394,9.829,0x00000007
2026-08-09T20:54:01.728+00:00,4.033732,337100,715558044,-161,340,8144,,,,,,,,,,-0.216,0.410,9.826,0x00000007
2026-08-09T20:54:01.834+00:00,4.139769,337150,715664160,-143,359,8125,,,,,,,,,,-0.210,0.391,9.816,0x00000007
2026-08-09T20:54:01.940+00:00,4.245914,337200,715770277,-152,342,8135,,,,,,,,,,-0.211,0.400,9.832,0x00000007
2026-08-09T20:54:02.046+00:00,4.351962,337250,715876393,-151,356,8142,,,,,,,,,,-0.215,0.407,9.819,0x00000007
2026-08-09T20:54:02.152+00:00,4.458071,337300,715982509,-152,363,8165,,,,,,,,,,-0.208,0.399,9.812,0x00000007
2026-08-09T20:54:02.259+00:00,4.564451,337350,716088626,-156,363,8135,,,,,,,,,,-0.198,0.389,9.819,0x00000007
2026-08-09T20:54:02.365+00:00,4.670913,337400,716194742,-176,335,8155,,,,,,,,,,-0.194,0.400,9.816,0x00000007
2026-08-09T20:54:02.470+00:00,4.776375,337450,716300858,-156,329,8115,,,,,,,,,,-0.198,0.421,9.835,0x00000007
2026-08-09T20:54:02.576+00:00,4.882377,337500,716406974,-156,353,8154,,,,,,,,,,-0.208,0.414,9.814,0x00000007
2026-08-09T20:54:02.683+00:00,4.988658,337550,716513091,-133,341,8150,,,,,,,,,,-0.214,0.388,9.830,0x00000007
2026-08-09T20:54:02.789+00:00,5.094542,337600,716619207,-152,339,8107,,,,,,,,,,-0.194,0.402,9.817,0x00000007
2026-08-09T20:54:02.895+00:00,5.200654,337650,716725323,-140,366,8112,,,,,,,,,,-0.211,0.402,9.808,0x00000007
2026-08-09T20:54:03.001+00:00,5.306637,337700,716831440,-153,360,8139,,,,,,,,,,-0.202,0.403,9.810,0x00000007
2026-08-09T20:54:03.107+00:00,5.412880,337750,716937557,-152,354,8117,,,,,,,,,,-0.203,0.394,9.806,0x00000007
2026-08-09T20:54:03.213+00:00,5.518882,337800,717043672,-136,345,8101,,,,,,,,,,-0.204,0.400,9.827,0x00000007
2026-08-09T20:54:03.319+00:00,5.625199,337850,717149789,-153,348,8140,,,,,,,,,,-0.205,0.402,9.820,0x00000007
2026-08-09T20:54:03.425+00:00,5.731385,337900,717255906,-133,339,8117,,,,,,,,,,-0.193,0.410,9.806,0x00000007
2026-08-09T20:54:03.532+00:00,5.837507,337950,717362022,-134,357,8126,,,,,,,,,,-0.196,0.406,9.814,0x00000007
2026-08-09T20:54:03.637+00:00,5.943356,338000,717468138,-138,347,8138,,,,,,,,,,-0.204,0.400,9.830,0x00000007
2026-08-09T20:54:03.744+00:00,6.049498,338050,717574254,-148,336,8147,,,,,,,,,,-0.198,0.419,9.811,0x00000007
2026-08-09T20:54:03.850+00:00,6.155469,338100,717680371,-152,340,8128,,,,,,,,,,-0.212,0.395,9.818,0x00000007
2026-08-09T20:54:03.956+00:00,6.261776,338150,717786487,-162,361,8139,,,,,,,,,,-0.210,0.395,9.832,0x00000007
2026-08-09T20:54:04.062+00:00,6.367928,338200,717892604,-142,337,8137,,,,,,,,,,-0.206,0.398,9.815,0x00000007
2026-08-09T20:54:04.168+00:00,6.474186,338250,717998720,-150,344,8148,,,,,,,,,,-0.200,0.403,9.828,0x00000007
2026-08-09T20:54:04.274+00:00,6.580252,338300,718104836,-144,353,8136,,,,,,,,,,-0.201,0.391,9.829,0x00000007
2026-08-09T20:54:04.381+00:00,6.686803,338350,718210952,-159,358,8134,,,,,,,,,,-0.205,0.397,9.832,0x00000007
2026-08-09T20:54:04.487+00:00,6.792672,338400,718317069,-157,359,8137,,,,,,,,,,-0.203,0.395,9.835,0x00000007
2026-08-09T20:54:04.592+00:00,6.898171,338450,718423185,-145,356,8120,,,,,,,,,,-0.194,0.416,9.814,0x00000007
2026-08-09T20:54:04.699+00:00,7.004540,338500,718529301,-141,358,8135,,,,,,,,,,-0.205,0.403,9.812,0x00000007
2026-08-09T20:54:04.805+00:00,7.111097,338550,718635419,-152,343,8154,,,,,,,,,,-0.203,0.396,9.829,0x00000007
2026-08-09T20:54:04.911+00:00,7.216598,338600,718741534,-165,330,8136,,,,,,,,,,-0.219,0.407,9.833,0x00000007
2026-08-09T20:54:05.017+00:00,7.322699,338650,718847651,-140,337,8120,,,,,,,,,,-0.210,0.398,9.812,0x00000007
2026-08-09T20:54:05.123+00:00,7.428993,338700,718953767,-147,343,8147,,,,,,,,,,-0.200,0.401,9.827,0x00000007
2026-08-09T20:54:05.229+00:00,7.534863,338750,719059883,-144,348,8154,,,,,,,,,,-0.205,0.401,9.811,0x00000007
2026-08-09T20:54:05.335+00:00,7.640747,338800,719166000,-128,357,8137,,,,,,,,,,-0.204,0.404,9.817,0x00000007
2026-08-09T20:54:05.441+00:00,7.746833,338850,719272116,-141,350,8122,,,,,,,,,,-0.194,0.422,9.827,0x00000007
2026-08-09T20:54:05.547+00:00,7.852885,338900,719378232,-132,369,8150,,,,,,,,,,-0.210,0.409,9.818,0x00000007
2026-08-09T20:54:05.653+00:00,7.959098,338950,719484349,-141,338,8137,,,,,,,,,,-0.186,0.389,9.826,0x00000007
2026-08-09T20:54:05.759+00:00,8.065119,339000,719590465,-148,338,8109,,,,,,,,,,-0.196,0.403,9.808,0x00000007
2026-08-09T20:54:05.865+00:00,8.171130,339050,719696582,-153,345,8148,,,,,,,,,,-0.204,0.404,9.822,0x00000007
2026-08-09T20:54:05.972+00:00,8.277802,339100,719802699,-139,364,8113,,,,,,,,,,-0.201,0.382,9.825,0x00000007
2026-08-09T20:54:06.078+00:00,8.383745,339150,719908814,-149,355,8137,,,,,,,,,,-0.206,0.402,9.823,0x00000007
2026-08-09T20:54:06.184+00:00,8.490116,339200,720014931,-140,329,8152,,,,,,,,,,-0.207,0.408,9.838,0x00000007
2026-08-09T20:54:06.290+00:00,8.596447,339250,720121047,-145,353,8137,,,,,,,,,,-0.199,0.405,9.826,0x00000007
2026-08-09T20:54:06.396+00:00,8.702385,339300,720227164,-142,347,8148,,,,,,,,,,-0.202,0.386,9.827,0x00000007
2026-08-09T20:54:06.502+00:00,8.808419,339350,720333280,-161,332,8128,,,,,,,,,,-0.198,0.406,9.811,0x00000007
2026-08-09T20:54:06.608+00:00,8.913797,339400,720439396,-149,359,8132,,,,,,,,,,-0.200,0.392,9.836,0x00000007
2026-08-09T20:54:06.714+00:00,9.020355,339450,720545513,-152,345,8137,,,,,,,,,,-0.204,0.388,9.820,0x00000007
2026-08-09T20:54:06.821+00:00,9.126587,339500,720651629,-150,305,8132,,,,,,,,,,-0.194,0.406,9.835,0x00000007
2026-08-09T20:54:06.927+00:00,9.232702,339550,720757746,-143,335,8161,,,,,,,,,,-0.196,0.404,9.826,0x00000007
2026-08-09T20:54:07.033+00:00,9.338728,339600,720863862,-159,352,8157,,,,,,,,,,-0.209,0.396,9.823,0x00000007
2026-08-09T20:54:07.139+00:00,9.444927,339650,720969978,-149,352,8134,,,,,,,,,,-0.193,0.403,9.817,0x00000007
2026-08-09T20:54:07.245+00:00,9.551070,339700,721076095,-133,357,8128,,,,,,,,,,-0.210,0.409,9.831,0x00000007
2026-08-09T20:54:07.351+00:00,9.657232,339750,721182212,-144,352,8136,,,,,,,,,,-0.191,0.396,9.820,0x00000007
2026-08-09T20:54:07.457+00:00,9.763205,339800,721288327,-159,336,8140,,,,,,,,,,-0.203,0.393,9.825,0x00000007
2026-08-09T20:54:07.563+00:00,9.869419,339850,721394444,-137,355,8131,,,,,,,,,,-0.203,0.401,9.826,0x00000007
2026-08-09T20:54:07.670+00:00,9.975608,339900,721500560,-152,347,8123,,,,,,,,,,-0.208,0.401,9.812,0x00000007
2026-08-09T20:54:07.776+00:00,10.081500,339950,721606676,-145,355,8130,,,,,,,,,,-0.195,0.404,9.822,0x00000007
2026-08-09T20:54:07.881+00:00,10.187388,340000,721712792,-129,345,8143,,,,,,,,,,-0.185,0.397,9.813,0x00000007
2026-08-09T20:54:07.988+00:00,10.293582,340050,721818909,-150,328,8133,,,,,,,,,,-0.207,0.387,9.835,0x00000007
2026-08-09T20:54:08.094+00:00,10.400371,340100,721925025,-152,336,8152,,,,,,,,,,-0.191,0.405,9.823,0x00000007
2026-08-09T20:54:08.200+00:00,10.505844,340150,722031142,-139,366,8123,,,,,,,,,,-0.200,0.395,9.816,0x00000007
2026-08-09T20:54:08.306+00:00,10.612339,340200,722137258,-150,337,8132,,,,,,,,,,-0.202,0.406,9.805,0x00000007
2026-08-09T20:54:08.413+00:00,10.718505,340250,722243374,-140,321,8168,,,,,,,,,,-0.201,0.410,9.821,0x00000007
2026-08-09T20:54:08.518+00:00,10.824322,340300,722349491,-151,351,8113,,,,,,,,,,-0.201,0.392,9.821,0x00000007
2026-08-09T20:54:08.624+00:00,10.930424,340350,722455607,-140,336,8125,,,,,,,,,,-0.200,0.398,9.804,0x00000007
2026-08-09T20:54:08.731+00:00,11.036623,340400,722561723,-145,346,8123,,,,,,,,,,-0.199,0.408,9.818,0x00000007
2026-08-09T20:54:08.837+00:00,11.142527,340450,722667840,-144,335,8135,,,,,,,,,,-0.211,0.402,9.822,0x00000007
2026-08-09T20:54:08.943+00:00,11.248681,340500,722773956,-142,343,8131,,,,,,,,,,-0.202,0.401,9.829,0x00000007
2026-08-09T20:54:09.049+00:00,11.354857,340550,722880073,-145,342,8126,,,,,,,,,,-0.201,0.392,9.824,0x00000007
2026-08-09T20:54:09.155+00:00,11.460931,340600,722986189,-153,358,8145,,,,,,,,,,-0.201,0.395,9.828,0x00000007
2026-08-09T20:54:09.261+00:00,11.567082,340650,723092306,-151,335,8114,,,,,,,,,,-0.197,0.396,9.837,0x00000007
2026-08-09T20:54:09.368+00:00,11.673518,340700,723198422,-156,327,8136,,,,,,,,,,-0.208,0.410,9.826,0x00000007
2026-08-09T20:54:09.474+00:00,11.779607,340750,723304539,-163,338,8147,,,,,,,,,,-0.205,0.392,9.828,0x00000007
2026-08-09T20:54:09.580+00:00,11.885486,340800,723410654,-133,341,8115,,,,,,,,,,-0.201,0.425,9.824,0x00000007
2026-08-09T20:54:09.685+00:00,11.991060,340850,723516771,-136,362,8105,,,,,,,,,,-0.213,0.401,9.825,0x00000007
2026-08-09T20:54:09.792+00:00,12.097603,340900,723622887,-132,339,8131,,,,,,,,,,-0.200,0.398,9.835,0x00000007
2026-08-09T20:54:09.898+00:00,12.203673,340950,723729003,-157,340,8126,,,,,,,,,,-0.206,0.404,9.811,0x00000007
2026-08-09T20:54:10.004+00:00,12.309733,341000,723835121,-148,333,8138,,,,,,,,,,-0.193,0.385,9.828,0x00000007
2026-08-09T20:54:10.110+00:00,12.415863,341050,723941236,-152,340,8119,,,,,,,,,,-0.203,0.398,9.816,0x00000007
2026-08-09T20:54:10.216+00:00,12.521965,341100,724047353,-152,339,8114,,,,,,,,,,-0.213,0.401,9.830,0x00000007
2026-08-09T20:54:10.322+00:00,12.627816,341150,724153469,-143,355,8135,,,,,,,,,,-0.209,0.411,9.827,0x00000007
2026-08-09T20:54:10.428+00:00,12.734117,341200,724259585,-155,344,8135,,,,,,,,,,-0.203,0.392,9.821,0x00000007
2026-08-09T20:54:10.534+00:00,12.840149,341250,724365702,-128,326,8157,,,,,,,,,,-0.196,0.409,9.815,0x00000007
2026-08-09T20:54:10.640+00:00,12.946151,341300,724471818,-156,352,8135,,,,,,,,,,-0.205,0.398,9.826,0x00000007
2026-08-09T20:54:10.746+00:00,13.052159,341350,724577935,-157,327,8111,,,,,,,,,,-0.217,0.380,9.825,0x00000007
2026-08-09T20:54:10.853+00:00,13.158437,341400,724684051,-163,343,8151,,,,,,,,,,-0.199,0.400,9.843,0x00000007
2026-08-09T20:54:10.959+00:00,13.265023,341450,724790167,-142,344,8141,,,,,,,,,,-0.220,0.400,9.812,0x00000007
2026-08-09T20:54:11.065+00:00,13.371128,341500,724896284,-159,358,8157,,,,,,,,,,-0.216,0.398,9.829,0x00000007
2026-08-09T20:54:11.171+00:00,13.477188,341550,725002400,-158,338,8106,,,,,,,,,,-0.218,0.409,9.845,0x00000007
2026-08-09T20:54:11.277+00:00,13.583362,341600,725108516,-158,352,8147,,,,,,,,,,-0.211,0.409,9.826,0x00000007
2026-08-09T20:54:11.384+00:00,13.689522,341650,725214632,-152,332,8119,,,,,,,,,,-0.211,0.405,9.835,0x00000007
2026-08-09T20:54:11.489+00:00,13.795131,341700,725320749,-152,334,8139,,,,,,,,,,-0.204,0.387,9.814,0x00000007
2026-08-09T20:54:11.595+00:00,13.900828,341750,725426866,-156,358,8114,,,,,,,,,,-0.207,0.400,9.819,0x00000007
2026-08-09T20:54:13.061+00:00,15.366688,341800,725581753,-150,309,8158,,,,,,,,,,-0.186,0.424,9.815,0x00000007
2026-08-09T20:54:13.167+00:00,15.472910,341850,725687868,-158,372,8135,,,,,,,,,,-0.211,0.392,9.823,0x00000007
2026-08-09T20:54:13.273+00:00,15.578769,341900,725793985,-154,352,8127,,,,,,,,,,-0.201,0.398,9.831,0x00000007
2026-08-09T20:54:13.379+00:00,15.685054,341950,725900101,-135,347,8156,,,,,,,,,,-0.198,0.400,9.818,0x00000007
2026-08-09T20:54:13.485+00:00,15.791000,342000,726006217,-161,355,8132,,,,,,,,,,-0.210,0.403,9.812,0x00000007
2026-08-09T20:54:13.591+00:00,15.896864,342050,726112334,-152,336,8144,,,,,,,,,,-0.205,0.402,9.816,0x00000007
2026-08-09T20:54:13.697+00:00,16.003323,342100,726218450,-156,351,8126,,,,,,,,,,-0.212,0.407,9.827,0x00000007
2026-08-09T20:54:13.804+00:00,16.109444,342150,726324566,-146,342,8123,,,,,,,,,,-0.199,0.402,9.801,0x00000007
2026-08-09T20:54:13.909+00:00,16.215264,342200,726430683,-150,367,8145,,,,,,,,,,-0.196,0.417,9.802,0x00000007
2026-08-09T20:54:14.016+00:00,16.322170,342250,726536799,-120,344,8135,,,,,,,,,,-0.212,0.395,9.832,0x00000007
2026-08-09T20:54:14.122+00:00,16.427548,342300,726642916,-140,331,8159,,,,,,,,,,-0.194,0.406,9.814,0x00000007
2026-08-09T20:54:14.228+00:00,16.533681,342350,726749032,-137,362,8131,,,,,,,,,,-0.201,0.404,9.819,0x00000007
2026-08-09T20:54:14.334+00:00,16.639824,342400,726855148,-153,339,8137,,,,,,,,,,-0.216,0.392,9.828,0x00000007
2026-08-09T20:54:14.440+00:00,16.746051,342450,726961265,-144,330,8130,,,,,,,,,,-0.199,0.404,9.822,0x00000007
2026-08-09T20:54:14.546+00:00,16.852121,342500,727067381,-150,349,8134,,,,,,,,,,-0.211,0.405,9.809,0x00000007
2026-08-09T20:54:14.652+00:00,16.957973,342550,727173498,-154,358,8125,,,,,,,,,,-0.212,0.401,9.801,0x00000007
2026-08-09T20:54:14.758+00:00,17.063927,342600,727279614,-156,351,8126,,,,,,,,,,-0.198,0.400,9.815,0x00000007
2026-08-09T20:54:14.865+00:00,17.170783,342650,727385730,-139,342,8130,,,,,,,,,,-0.190,0.398,9.836,0x00000007
2026-08-09T20:54:14.971+00:00,17.276584,342700,727491846,-142,339,8124,,,,,,,,,,-0.198,0.397,9.810,0x00000007
2026-08-09T20:54:15.077+00:00,17.382532,342750,727597963,-141,344,8134,,,,,,,,,,-0.210,0.406,9.815,0x00000007
2026-08-09T20:54:15.183+00:00,17.488647,342800,727704079,-132,323,8147,,,,,,,,,,-0.201,0.394,9.815,0x00000007
2026-08-09T20:54:15.289+00:00,17.594792,342850,727810196,-147,351,8102,,,,,,,,,,-0.199,0.398,9.824,0x00000007
2026-08-09T20:54:15.395+00:00,17.700961,342900,727916312,-166,319,8145,,,,,,,,,,-0.201,0.394,9.823,0x00000007
2026-08-09T20:54:15.501+00:00,17.806913,342950,728022428,-142,335,8146,,,,,,,,,,-0.197,0.389,9.829,0x00000007
2026-08-09T20:54:15.607+00:00,17.913147,343000,728128545,-131,322,8132,,,,,,,,,,-0.205,0.409,9.818,0x00000007
2026-08-09T20:54:15.713+00:00,18.019158,343050,728234661,-151,344,8139,,,,,,,,,,-0.189,0.397,9.804,0x00000007
2026-08-09T20:54:15.820+00:00,18.125820,343100,728340778,-148,358,8123,,,,,,,,,,-0.213,0.398,9.816,0x00000007
2026-08-09T20:54:15.925+00:00,18.231299,343150,728446893,-142,334,8126,,,,,,,,,,-0.193,0.394,9.805,0x00000007
2026-08-09T20:54:16.031+00:00,18.337326,343200,728553010,-146,324,8122,,,,,,,,,,-0.206,0.396,9.816,0x00000007
2026-08-09T20:54:16.137+00:00,18.443310,343250,728659126,-144,355,8170,,,,,,,,,,-0.208,0.402,9.830,0x00000007
2026-08-09T20:54:16.243+00:00,18.549273,343300,728765243,-171,320,8146,,,,,,,,,,-0.216,0.400,9.808,0x00000007
2026-08-09T20:54:16.350+00:00,18.655583,343350,728871359,-145,352,8148,,,,,,,,,,-0.212,0.408,9.817,0x00000007
2026-08-09T20:54:16.456+00:00,18.761847,343400,728977475,-149,348,8136,,,,,,,,,,-0.214,0.403,9.831,0x00000007
2026-08-09T20:54:16.562+00:00,18.868004,343450,729083592,-141,344,8144,,,,,,,,,,-0.195,0.405,9.818,0x00000007
2026-08-09T20:54:16.668+00:00,18.974204,343500,729189708,-157,356,8118,,,,,,,,,,-0.211,0.404,9.818,0x00000007
2026-08-09T20:54:16.774+00:00,19.080102,343550,729295825,-141,331,8160,,,,,,,,,,-0.197,0.404,9.837,0x00000007
2026-08-09T20:54:16.880+00:00,19.186145,343600,729401941,-136,347,8131,,,,,,,,,,-0.203,0.389,9.835,0x00000007
2026-08-09T20:54:16.987+00:00,19.292589,343650,729508057,-147,353,8108,,,,,,,,,,-0.205,0.404,9.826,0x00000007
2026-08-09T20:54:17.093+00:00,19.398520,343700,729614173,-154,324,8115,,,,,,,,,,-0.210,0.399,9.824,0x00000007
2026-08-09T20:54:17.199+00:00,19.504533,343750,729720290,-138,337,8137,,,,,,,,,,-0.210,0.396,9.836,0x00000007
2026-08-09T20:54:17.305+00:00,19.610707,343800,729826407,-140,328,8146,,,,,,,,,,-0.194,0.401,9.822,0x00000007
2026-08-09T20:54:17.411+00:00,19.716992,343850,729932522,-163,362,8135,,,,,,,,,,-0.206,0.398,9.835,0x00000007
2026-08-09T20:54:17.517+00:00,19.822999,343900,730038639,-148,347,8136,,,,,,,,,,-0.203,0.395,9.831,0x00000007
2026-08-09T20:54:17.623+00:00,19.929139,343950,730144755,-143,353,8127,,,,,,,,,,-0.191,0.398,9.816,0x00000007
2026-08-09T20:54:17.729+00:00,20.035272,344000,730250872,-127,346,8129,,,,,,,,,,-0.211,0.398,9.840,0x00000007
2026-08-09T20:54:17.835+00:00,20.141285,344050,730356988,-133,337,8141,,,,,,,,,,-0.197,0.396,9.817,0x00000007
2026-08-09T20:54:17.941+00:00,20.247422,344100,730463104,-155,351,8126,,,,,,,,,,-0.210,0.401,9.805,0x00000007
2026-08-09T20:54:18.048+00:00,20.353919,344150,730569220,-137,352,8132,,,,,,,,,,-0.207,0.419,9.817,0x00000007
2026-08-09T20:54:18.154+00:00,20.459890,344200,730675337,-154,356,8128,,,,,,,,,,-0.209,0.416,9.830,0x00000007
2026-08-09T20:54:18.260+00:00,20.566210,344250,730781453,-151,366,8146,,,,,,,,,,-0.205,0.406,9.810,0x00000007
2026-08-09T20:54:18.366+00:00,20.672083,344300,730887570,-148,358,8134,,,,,,,,,,-0.218,0.412,9.824,0x00000007
2026-08-09T20:54:18.472+00:00,20.777853,344350,730993686,-154,344,8123,,,,,,,,,,-0.209,0.404,9.820,0x00000007
2026-08-09T20:54:18.579+00:00,20.884464,344400,731099802,-153,344,8126,,,,,,,,,,-0.205,0.401,9.846,0x00000007
2026-08-09T20:54:18.684+00:00,20.990313,344450,731205919,-127,343,8111,,,,,,,,,,-0.203,0.402,9.813,0x00000007
2026-08-09T20:54:18.790+00:00,21.096174,344500,731312035,-145,340,8151,,,,,,,,,,-0.197,0.405,9.803,0x00000007
2026-08-09T20:54:18.896+00:00,21.202409,344550,731418152,-135,348,8134,,,,,,,,,,-0.198,0.416,9.821,0x00000007
2026-08-09T20:54:19.002+00:00,21.308330,344600,731524267,-149,355,8129,,,,,,,,,,-0.194,0.404,9.830,0x00000007
2026-08-09T20:54:19.109+00:00,21.414513,344650,731630384,-145,345,8132,,,,,,,,,,-0.202,0.388,9.822,0x00000007
2026-08-09T20:54:19.215+00:00,21.520871,344700,731736500,-147,327,8117,,,,,,,,,,-0.194,0.408,9.809,0x00000007
2026-08-09T20:54:19.321+00:00,21.626817,344750,731842616,-163,362,8138,,,,,,,,,,-0.209,0.405,9.819,0x00000007
2026-08-09T20:54:19.427+00:00,21.732898,344800,731948733,-152,339,8140,,,,,,,,,,-0.208,0.397,9.846,0x00000007
2026-08-09T20:54:19.533+00:00,21.838927,344850,732054850,-152,359,8115,,,,,,,,,,-0.210,0.412,9.830,0x00000007
2026-08-09T20:54:19.639+00:00,21.945065,344900,732160965,-153,338,8161,,,,,,,,,,-0.208,0.400,9.811,0x00000007
2026-08-09T20:54:19.745+00:00,22.051166,344950,732267082,-163,363,8118,,,,,,,,,,-0.211,0.412,9.800,0x00000007
2026-08-09T20:54:19.851+00:00,22.157286,345000,732373198,-147,346,8144,,,,,,,,,,-0.203,0.413,9.816,0x00000007
2026-08-09T20:54:19.957+00:00,22.263014,345050,732479315,-137,328,8150,,,,,,,,,,-0.199,0.402,9.823,0x00000007
2026-08-09T20:54:20.063+00:00,22.369112,345100,732585431,-156,338,8109,,,,,,,,,,-0.205,0.397,9.818,0x00000007
2026-08-09T20:54:20.170+00:00,22.475763,345150,732691547,-143,339,8139,,,,,,,,,,-0.199,0.395,9.833,0x00000007
2026-08-09T20:54:20.276+00:00,22.581580,345200,732797664,-125,343,8132,,,,,,,,,,-0.199,0.399,9.815,0x00000007
2026-08-09T20:54:20.382+00:00,22.687814,345250,732903780,-135,345,8134,,,,,,,,,,-0.200,0.390,9.810,0x00000007
2026-08-09T20:54:20.488+00:00,22.793961,345300,733009896,-142,347,8147,,,,,,,,,,-0.203,0.408,9.837,0x00000007
2026-08-09T20:54:20.594+00:00,22.899655,345350,733116013,-146,339,8156,,,,,,,,,,-0.197,0.399,9.824,0x00000007
2026-08-09T20:54:20.700+00:00,23.006063,345400,733222129,-159,352,8142,,,,,,,,,,-0.199,0.398,9.833,0x00000007
2026-08-09T20:54:20.806+00:00,23.111852,345450,733328246,-145,350,8121,,,,,,,,,,-0.200,0.405,9.819,0x00000007
2026-08-09T20:54:20.912+00:00,23.218240,345500,733434362,-144,355,8141,,,,,,,,,,-0.214,0.399,9.806,0x00000007
