block,index,ax_raw,ay_raw,az_raw
1,1062,8188,-153,-608
1,1063,8186,-152,-609
1,1064,8180,-150,-610
1,1065,8200,-153,-611
1,1066,8202,-167,-591
1,1067,8200,-172,-584
1,1068,8194,-164,-588
1,1069,8186,-162,-585
1,1070,8189,-157,-584
1,1071,8177,-153,-615
1,1072,8188,-161,-606
1,1073,8192,-163,-603
1,1074,8184,-148,-604
1,1075,8171,-142,-602
1,1076,8186,-143,-582
1,1077,8184,-153,-588
1,1078,8195,-155,-603
1,1079,8191,-157,-609
1,1080,8195,-149,-624
1,1081,8199,-151,-605
1,1082,8190,-152,-606
1,1083,8192,-159,-612
1,1084,8195,-166,-601
1,1085,8196,-171,-607
1,1086,8193,-163,-612
1,1087,8198,-157,-598
1,1088,8210,-160,-582
1,1089,8202,-151,-583
1,1090,8193,-144,-594
1,1091,8193,-138,-596
1,1092,8192,-138,-584
1,1093,8198,-143,-597
1,1094,8196,-156,-603
1,1095,8184,-166,-603
1,1096,8191,-173,-590
1,1097,8192,-170,-573
1,1098,8195,-146,-575
1,1099,8200,-147,-590
1,1100,8196,-152,-599
1,1101,8189,-144,-581
1,1102,8193,-156,-586
1,1103,8190,-155,-586
1,1104,8194,-154,-598
1,1105,8182,-161,-596
1,1106,8182,-152,-596
1,1107,8178,-155,-596
1,1108,8172,-150,-577
1,1109,8180,-156,-583
1,1110,8171,-165,-594
1,1111,8176,-169,-594
1,1112,8184,-163,-593
1,1113,8192,-167,-594
1,1114,8204,-155,-575
1,1115,8189,-158,-575
1,1116,8189,-157,-577
1,1117,8190,-157,-602
1,1118,8194,-156,-607
1,1119,8181,-152,-614
1,1120,8182,-150,-606
1,1121,8193,-162,-613
1,1122,8193,-151,-612
1,1123,8196,-161,-612
1,1124,8191,-166,-597
1,1125,8202,-173,-609
1,1126,8213,-173,-590
1,1127,8205,-165,-585
1,1128,8194,-163,-582
1,1129,8194,-168,-583
1,1130,8190,-170,-582
1,1131,8190,-168,-611
1,1132,8188,-154,-620
1,1133,8184,-152,-617
1,1134,8186,-164,-618
1,1135,8190,-153,-620
1,1136,8198,-148,-618
1,1137,8197,-151,-612
1,1138,8201,-148,-609
1,1139,8199,-159,-625
1,1140,8189,-158,-613
1,1141,8185,-168,-606
1,1142,8172,-164,-608
1,1143,8174,-170,-616
1,1144,8190,-157,-607
1,1145,8195,-167,-600
1,1146,8191,-166,-602
1,1147,8196,-157,-607
1,1148,8200,-155,-592
1,1149,8206,-160,-605
1,1150,8187,-152,-610
1,1151,8181,-153,-609
1,1152,8185,-161,-614
1,1153,8193,-158,-609
1,1154,8183,-160,-592
1,1155,8175,-154,-593
1,1156,8180,-126,-610
1,1157,8190,-140,-628
1,1158,8189,-152,-611
1,1159,8184,-157,-604
1,1160,8185,-157,-588
1,1161,8188,-151,-575
1,1162,8184,-153,-583
1,1163,8182,-156,-598
1,1164,8189,-158,-597
1,1165,8184,-155,-600
1,1166,8187,-144,-614
1,1167,8192,-154,-619
1,1168,8193,-173,-615
1,1169,8186,-167,-622
1,1170,8187,-180,-619
1,1171,8190,-161,-610
1,1172,8196,-155,-610
1,1173,8194,-159,-607
1,1174,8186,-160,-598
1,1175,8169,-164,-596
1,1176,8174,-176,-583
1,1177,8191,-170,-586
1,1178,8190,-165,-597
1,1179,8191,-158,-584
1,1180,8181,-171,-577
1,1181,8180,-166,-578
1,1182,8181,-169,-576
1,1183,8178,-159,-586
1,1184,8184,-148,-590
1,1185,8188,-147,-607
1,1186,8180,-165,-603
1,1187,8180,-164,-610
1,1188,8190,-148,-622
1,1189,8175,-157,-628
1,1190,8171,-151,-625
1,1191,8182,-158,-629
1,1192,8191,-159,-610
1,1193,8180,-156,-601
1,1194,8180,-161,-599
1,1195,8178,-170,-598
1,1196,8173,-166,-607
1,1197,8172,-167,-599
1,1198,8177,-159,-581
1,1199,8173,-160,-609
1,1200,8178,-165,-601
1,1201,8177,-166,-596
1,1202,8182,-164,-597
1,1203,8192,-157,-614
1,1204,8189,-162,-613
1,1205,8186,-163,-589
1,1206,8188,-167,-593
1,1207,8201,-164,-600
1,1208,8190,-160,-615
1,1209,8184,-151,-620
1,1210,8189,-154,-620
1,1211,8200,-147,-611
1,1212,8209,-151,-594
1,1213,8207,-152,-595
1,1214,8197,-156,-618
1,1215,8189,-151,-619
1,1216,8192,-159,-613
1,1217,8194,-161,-582
1,1218,8176,-172,-584
1,1219,8180,-166,-594
1,1220,8183,-156,-588
1,1221,8192,-160,-602
1,1222,8183,-154,-605
1,1223,8176,-154,-597
1,1224,8174,-152,-592
1,1225,8172,-161,-607
1,1226,8181,-165,-622
1,1227,8182,-157,-632
1,1228,8171,-156,-631
1,1229,8178,-146,-618
1,1230,8196,-149,-601
1,1231,8206,-155,-607
1,1232,8193,-154,-605
1,1233,8181,-153,-606
1,1234,8186,-148,-599
1,1235,8196,-144,-591
1,1236,8214,-152,-595
1,1237,8216,-169,-597
1,1238,8203,-160,-607
1,1239,8202,-178,-612
1,1240,8212,-174,-603
1,1241,8196,-170,-587
1,1242,8195,-168,-608
1,1243,8206,-168,-623
1,1244,8199,-171,-624
1,1245,8197,-166,-622
1,1246,8186,-171,-617
1,1247,8189,-174,-610
1,1248,8190,-168,-613
1,1249,8191,-177,-622
1,1250,8186,-173,-603
1,1251,8191,-165,-598
1,1252,8188,-151,-607
1,1253,8191,-146,-596
1,1254,8177,-150,-584
1,1255,8168,-149,-591
1,1256,8175,-158,-591
1,1257,8189,-166,-589
1,1258,8199,-156,-605
1,1259,8202,-158,-607
1,1260,8197,-163,-611
1,1261,8196,-164,-615
1,1262,8185,-175,-621
1,1263,8186,-166,-613
1,1264,8177,-149,-601
1,1265,8181,-143,-620
1,1266,8191,-145,-617
1,1267,8196,-137,-614
1,1268,8180,-140,-606
1,1269,8177,-149,-594
1,1270,8180,-158,-604
1,1271,8183,-154,-616
1,1272,8177,-164,-610
1,1273,8172,-155,-611
1,1274,8165,-147,-615
1,1275,8180,-148,-622
1,1276,8189,-144,-616
1,1277,8200,-159,-626
1,1278,8202,-167,-627
1,1279,8189,-178,-629
1,1280,8179,-164,-610
1,1281,8186,-160,-590
1,1282,8185,-164,-588
1,1283,8177,-153,-597
1,1284,8171,-156,-614
1,1285,8169,-158,-606
1,1286,8177,-153,-624
1,1287,8189,-149,-607
1,1288,8189,-149,-591
1,1289,8193,-153,-585
1,1290,8198,-160,-600
1,1291,8201,-166,-601
1,1292,8194,-154,-620
1,1293,8196,-161,-629
1,1294,8197,-159,-606
1,1295,8202,-170,-599
1,1296,8206,-175,-599
1,1297,8199,-172,-602
1,1298,8196,-167,-588
1,1299,8187,-163,-595
1,1300,8177,-154,-612
1,1301,8171,-142,-607
1,1302,8190,-153,-604
1,1303,8187,-156,-600
1,1304,8192,-154,-615
1,1305,8193,-154,-611
1,1306,8193,-169,-614
1,1307,8194,-167,-620
1,1308,8187,-170,-621
1,1309,8187,-173,-610
1,1310,8195,-164,-601
1,1311,8201,-155,-570
1,1312,8190,-167,-564
1,1313,8199,-162,-594
1,1314,8189,-151,-607
1,1315,8183,-154,-598
1,1316,8180,-158,-588
1,1317,8189,-154,-590
1,1318,8188,-157,-606
1,1319,8191,-147,-592
1,1320,8186,-165,-590
1,1321,8185,-150,-606
1,1322,8187,-139,-608
1,1323,8197,-147,-622
1,1324,8192,-161,-617
1,1325,8195,-160,-608
1,1326,8205,-158,-622
1,1327,8193,-159,-598
1,1328,8191,-138,-587
1,1329,8186,-132,-600
1,1330,8179,-142,-603
1,1331,8173,-150,-613
1,1332,8171,-156,-617
1,1333,8178,-163,-606
1,1334,8179,-152,-585
1,1335,8180,-141,-607
1,1336,8189,-152,-615
1,1337,8204,-154,-624
1,1338,8207,-149,-613
1,1339,8201,-162,-609
1,1340,8199,-161,-612
1,1341,8196,-161,-593
1,1342,8197,-159,-601
1,1343,8190,-167,-587
1,1344,8187,-169,-583
1,1345,8182,-169,-584
1,1346,8178,-159,-588
1,1347,8183,-155,-588
1,1348,8202,-159,-595
1,1349,8200,-154,-613
1,1350,8203,-156,-615
1,1351,8196,-142,-605
1,1352,8203,-136,-593
1,1353,8198,-138,-591
1,1354,8196,-142,-598
1,1355,8182,-153,-595
1,1356,8174,-153,-604
1,1357,8191,-150,-618
1,1358,8206,-158,-616
1,1359,8201,-166,-617
1,1360,8197,-164,-604
1,1361,8195,-162,-594
1,1362,8209,-165,-604
1,1363,8197,-169,-612
1,1364,8186,-158,-613
1,1365,8177,-167,-601
1,1366,8182,-164,-594
1,1367,8180,-171,-590
1,1368,8174,-164,-590
1,1369,8176,-160,-591
1,1370,8180,-162,-602
1,1371,8187,-167,-627
1,1372,8194,-164,-623
1,1373,8202,-163,-623
1,1374,8191,-168,-592
1,1375,8189,-160,-592
1,1376,8196,-153,-597
1,1377,8190,-148,-602
1,1378,8189,-162,-605
1,1379,8190,-159,-612
1,1380,8183,-144,-611
1,1381,8178,-151,-612
1,1382,8190,-150,-605
1,1383,8205,-153,-610
1,1384,8208,-154,-614
1,1385,8191,-152,-598
1,1386,8177,-161,-598
1,1387,8175,-161,-585
1,1388,8181,-161,-588
1,1389,8192,-164,-583
1,1390,8185,-158,-602
1,1391,8186,-162,-604
1,1392,8182,-163,-583
1,1393,8179,-167,-574
1,1394,8183,-156,-585
1,1395,8193,-156,-596
1,1396,8192,-152,-602
1,1397,8190,-153,-599
1,1398,8183,-150,-606
1,1399,8169,-152,-607
1,1400,8170,-157,-593
1,1401,8182,-157,-605
1,1402,8190,-149,-611
1,1403,8193,-154,-613
1,1404,8195,-149,-613
1,1405,8200,-155,-608
1,1406,8193,-154,-603
1,1407,8197,-160,-606
1,1408,8209,-153,-596
1,1409,8204,-152,-582
1,1410,8203,-149,-613
1,1411,8191,-152,-612
1,1412,8192,-143,-610
1,1413,8199,-149,-592
1,1414,8187,-152,-593
1,1415,8200,-154,-605
1,1416,8212,-159,-594
1,1417,8215,-156,-591
1,1418,8205,-156,-598
1,1419,8208,-160,-609
1,1420,8215,-161,-609
1,1421,8206,-166,-608
1,1422,8181,-165,-620
1,1423,8179,-164,-619
1,1424,8165,-150,-589
1,1425,8172,-151,-593
1,1426,8173,-160,-584
1,1427,8177,-160,-608
1,1428,8177,-149,-616
1,1429,8176,-167,-622
1,1430,8189,-169,-620
1,1431,8190,-167,-612
1,1432,8186,-170,-611
1,1433,8189,-162,-603
1,1434,8187,-171,-605
1,1435,8191,-174,-603
1,1436,8189,-162,-624
1,1437,8189,-153,-603
1,1438,8175,-157,-594
1,1439,8176,-161,-605
1,1440,8182,-157,-611
1,1441,8194,-159,-618
1,1442,8173,-171,-616
1,1443,8171,-166,-596
1,1444,8179,-162,-597
1,1445,8184,-159,-596
1,1446,8184,-144,-613
1,1447,8201,-154,-608
1,1448,8197,-141,-614
1,1449,8174,-147,-614
1,1450,8162,-151,-618
1,1451,8170,-145,-630
1,1452,8179,-148,-628
1,1453,8181,-152,-600
1,1454,8170,-159,-605
1,1455,8170,-149,-593
1,1456,8190,-151,-572
1,1457,8186,-157,-564
1,1458,8181,-158,-575
1,1459,8187,-159,-561
1,1460,8184,-163,-579
1,1461,8190,-165,-593
1,1462,8184,-145,-600
1,1463,8182,-144,-603
1,1464,8179,-150,-606
1,1465,8185,-157,-613
1,1466,8200,-162,-613
1,1467,8196,-158,-614
1,1468,8187,-157,-611
1,1469,8189,-155,-610
1,1470,8188,-156,-603
1,1471,8200,-154,-601
1,1472,8197,-157,-591
1,1473,8187,-164,-600
1,1474,8187,-156,-606
1,1475,8193,-161,-595
1,1476,8194,-170,-587
1,1477,8196,-169,-613
1,1478,8186,-166,-615
1,1479,8189,-160,-615
1,1480,8198,-162,-611
1,1481,8197,-161,-615
1,1482,8193,-156,-606
1,1483,8197,-163,-611
1,1484,8205,-166,-624
1,1485,8202,-164,-616
1,1486,8195,-164,-606
1,1487,8199,-159,-610
1,1488,8186,-156,-606
1,1489,8170,-159,-612
1,1490,8175,-161,-606
1,1491,8178,-144,-608
1,1492,8182,-151,-614
1,1493,8180,-152,-612
1,1494,8184,-166,-609
1,1495,8192,-154,-608
1,1496,8197,-144,-630
1,1497,8210,-148,-633
1,1498,8200,-156,-621
1,1499,8196,-158,-615
1,1500,8195,-152,-600
1,1501,8188,-142,-602
1,1502,8182,-152,-607
1,1503,8182,-162,-611
1,1504,8175,-147,-602
1,1505,8201,-146,-600
1,1506,8217,-149,-600
1,1507,8223,-149,-590
1,1508,8200,-149,-588
1,1509,8182,-144,-600
1,1510,8183,-152,-602
1,1511,8184,-153,-604
1,1512,8174,-165,-608
1,1513,8189,-166,-588
1,1514,8184,-141,-588
1,1515,8198,-145,-572
1,1516,8200,-162,-575
1,1517,8193,-156,-568
1,1518,8193,-141,-586
1,1519,8186,-147,-577
1,1520,8188,-151,-600
1,1521,8189,-157,-605
1,1522,8181,-165,-595
1,1523,8206,-165,-600
1,1524,8196,-163,-622
1,1525,8191,-158,-606
1,1526,8196,-166,-590
1,1527,8196,-157,-582
1,1528,8202,-163,-573
1,1529,8205,-167,-589
1,1530,8195,-163,-585
1,1531,8201,-157,-601
1,1532,8197,-152,-617
1,1533,8197,-155,-585
1,1534,8189,-167,-602
1,1535,8183,-175,-607
1,1536,8186,-173,-602
1,1537,8185,-172,-607
1,1538,8192,-161,-597
1,1539,8194,-158,-588
1,1540,8199,-161,-605
1,1541,8188,-157,-602
1,1542,8181,-159,-614
1,1543,8187,-164,-618
1,1544,8190,-158,-611
1,1545,8208,-152,-609
1,1546,8211,-147,-593
1,1547,8207,-145,-603
1,1548,8203,-146,-603
1,1549,8199,-141,-608
1,1550,8191,-133,-597
1,1551,8191,-136,-603
1,1552,8197,-146,-603
1,1553,8171,-135,-598
1,1554,8179,-151,-599
1,1555,8171,-153,-602
1,1556,8176,-149,-627
1,1557,8179,-142,-615
1,1558,8181,-145,-600
1,1559,8185,-149,-596
1,1560,8187,-150,-590
1,1561,8194,-141,-574
1,1562,8184,-155,-579
1,1563,8179,-155,-596
1,1564,8182,-153,-595
1,1565,8196,-162,-588
1,1566,8181,-142,-608
1,1567,8181,-140,-617
1,1568,8195,-165,-601
1,1569,8183,-150,-600
1,1570,8181,-158,-619
1,1571,8169,-166,-619
1,1572,8179,-164,-608
1,1573,8183,-160,-615
1,1574,8188,-159,-595
1,1575,8185,-164,-604
1,1576,8186,-167,-616
1,1577,8188,-157,-621
1,1578,8189,-140,-616
1,1579,8188,-147,-624
1,1580,8187,-162,-634
1,1581,8177,-158,-629
1,1582,8173,-169,-618
1,1583,8194,-166,-619
1,1584,8194,-168,-621
1,1585,8189,-162,-614
1,1586,8184,-151,-590
1,1587,8174,-153,-585
1,1588,8186,-155,-599
1,1589,8189,-153,-600
1,1590,8186,-154,-594
1,1591,8198,-146,-587
1,1592,8188,-145,-589
1,1593,8179,-153,-585
1,1594,8190,-156,-597
1,1595,8187,-161,-611
1,1596,8188,-163,-616
1,1597,8186,-161,-598
1,1598,8197,-162,-606
1,1599,8194,-156,-613
1,1600,8184,-154,-614
1,1601,8190,-145,-588
1,1602,8196,-151,-605
1,1603,8203,-157,-619
1,1604,8206,-171,-625
1,1605,8211,-156,-619
1,1606,8198,-166,-603
1,1607,8187,-170,-613
1,1608,8188,-179,-626
1,1609,8195,-177,-617
1,1610,8196,-165,-627
1,1611,8189,-166,-617
1,1612,8186,-161,-601
1,1613,8181,-167,-615
1,1614,8188,-163,-600
1,1615,8185,-152,-598
1,1616,8184,-158,-585
1,1617,8192,-151,-585
1,1618,8195,-149,-602
1,1619,8195,-160,-618
1,1620,8197,-152,-635
1,1621,8201,-167,-637
1,1622,8195,-156,-627
1,1623,8190,-150,-630
1,1624,8191,-153,-617
1,1625,8190,-159,-612
1,1626,8190,-171,-610
1,1627,8201,-164,-607
1,1628,8193,-163,-614
1,1629,8179,-148,-607
1,1630,8190,-139,-605
1,1631,8190,-152,-602
1,1632,8191,-160,-610
1,1633,8192,-161,-609
1,1634,8200,-148,-601
1,1635,8187,-140,-587
1,1636,8187,-130,-590
1,1637,8200,-131,-593
1,1638,8188,-143,-595
1,1639,8186,-147,-600
1,1640,8185,-152,-610
1,1641,8190,-148,-624
1,1642,8193,-144,-619
1,1643,8199,-154,-609
1,1644,8202,-160,-604
1,1645,8197,-153,-602
1,1646,8192,-152,-598
1,1647,8197,-144,-605
1,1648,8180,-149,-613
1,1649,8183,-162,-610
1,1650,8182,-158,-589
1,1651,8187,-144,-574
1,1652,8184,-160,-590
1,1653,8181,-168,-620
1,1654,8178,-163,-605
1,1655,8197,-161,-596
1,1656,8202,-165,-606
1,1657,8211,-158,-614
1,1658,8206,-152,-590
1,1659,8203,-147,-583
1,1660,8207,-137,-602
1,1661,8207,-136,-612
1,1662,8198,-144,-607
1,1663,8205,-143,-584
1,1664,8193,-143,-589
1,1665,8194,-146,-608
1,1666,8182,-148,-610
1,1667,8181,-160,-621
1,1668,8185,-162,-622
1,1669,8195,-166,-614
1,1670,8190,-153,-613
1,1671,8186,-139,-622
1,1672,8187,-147,-616
1,1673,8183,-155,-611
1,1674,8196,-153,-614
1,1675,8197,-156,-619
1,1676,8192,-152,-619
1,1677,8189,-152,-613
1,1678,8197,-146,-613
1,1679,8207,-146,-623
1,1680,8201,-158,-629
1,1681,8202,-149,-618
1,1682,8182,-147,-609
1,1683,8188,-153,-605
1,1684,8195,-165,-609
1,1685,8191,-156,-596
1,1686,8189,-161,-593
1,1687,8204,-161,-580
1,1688,8194,-158,-581
1,1689,8195,-159,-594
1,1690,8196,-158,-588
1,1691,8188,-157,-594
1,1692,8188,-157,-600
1,1693,8191,-165,-595
1,1694,8187,-169,-579
1,1695,8183,-177,-592
1,1696,8190,-175,-587
1,1697,8204,-177,-590
1,1698,8205,-174,-584
1,1699,8194,-172,-583
1,1700,8200,-170,-603
1,1701,8181,-158,-616
1,1702,8179,-154,-604
1,1703,8189,-149,-605
1,1704,8200,-159,-609
1,1705,8204,-154,-606
1,1706,8189,-145,-616
1,1707,8182,-154,-616
1,1708,8181,-147,-596
1,1709,8188,-146,-596
1,1710,8178,-164,-595
1,1711,8186,-136,-600
1,1712,8195,-131,-612
1,1713,8198,-126,-594
1,1714,8179,-151,-587
1,1715,8173,-155,-598
1,1716,8176,-160,-606
1,1717,8186,-154,-605
1,1718,8175,-147,-605
1,1719,8186,-130,-608
1,1720,8181,-134,-604
1,1721,8178,-144,-593
1,1722,8187,-151,-609
1,1723,8190,-142,-615
1,1724,8198,-139,-613
1,1725,8194,-130,-607
1,1726,8204,-141,-596
1,1727,8193,-143,-596
1,1728,8173,-171,-586
1,1729,8172,-178,-614
1,1730,8186,-157,-602
1,1731,8175,-154,-599
1,1732,8190,-150,-591
1,1733,8193,-160,-602
1,1734,8202,-158,-607
1,1735,8208,-152,-617
1,1736,8211,-144,-608
1,1737,8205,-145,-599
1,1738,8198,-150,-594
1,1739,8187,-144,-587
1,1740,8183,-139,-583
1,1741,8195,-146,-609
1,1742,8195,-143,-612
1,1743,8191,-143,-606
1,1744,8188,-152,-583
1,1745,8189,-155,-601
1,1746,8190,-157,-614
1,1747,8183,-158,-617
1,1748,8173,-135,-615
1,1749,8172,-142,-595
1,1750,8175,-153,-599
1,1751,8186,-162,-616
1,1752,8180,-160,-628
1,1753,8198,-173,-612
1,1754,8195,-181,-603
1,1755,8204,-176,-602
1,1756,8198,-174,-602
1,1757,8192,-171,-613
1,1758,8194,-178,-592
1,1759,8192,-163,-582
1,1760,8191,-161,-580
1,1761,8193,-149,-591
1,1762,8183,-153,-607
1,1763,8180,-159,-609
1,1764,8183,-159,-595
1,1765,8179,-154,-582
1,1766,8188,-157,-586
1,1767,8192,-159,-589
1,1768,8200,-167,-599
1,1769,8196,-162,-604
1,1770,8195,-158,-605
1,1771,8192,-152,-594
1,1772,8185,-148,-587
1,1773,8192,-148,-592
1,1774,8198,-149,-576
1,1775,8192,-149,-583
1,1776,8182,-138,-589
1,1777,8193,-132,-596
1,1778,8200,-135,-593
1,1779,8191,-143,-606
1,1780,8173,-147,-594
1,1781,8170,-151,-605
1,1782,8182,-144,-586
1,1783,8186,-141,-594
1,1784,8185,-141,-600
1,1785,8176,-152,-596
1,1786,8179,-159,-597
1,1787,8186,-161,-584
1,1788,8178,-151,-577
1,1789,8185,-150,-591
1,1790,8191,-153,-602
1,1791,8188,-152,-597
1,1792,8184,-153,-584
1,1793,8178,-156,-592
1,1794,8191,-145,-601
1,1795,8185,-151,-574
1,1796,8191,-145,-581
1,1797,8193,-146,-613
1,1798,8187,-157,-617
1,1799,8195,-154,-618
1,1800,8195,-150,-623
1,1801,8186,-156,-608
1,1802,8182,-160,-620
1,1803,8186,-147,-618
1,1804,8194,-152,-609
1,1805,8184,-146,-602
1,1806,8177,-148,-613
1,1807,8189,-150,-612
1,1808,8188,-156,-612
1,1809,8181,-161,-618
1,1810,8181,-169,-611
1,1811,8182,-167,-599
1,1812,8190,-149,-612
1,1813,8187,-145,-614
1,1814,8193,-148,-588
1,1815,8196,-148,-575
1,1816,8190,-152,-585
1,1817,8191,-154,-594
1,1818,8174,-152,-600
1,1819,8189,-148,-600
1,1820,8180,-146,-602
1,1821,8186,-139,-594
1,1822,8181,-137,-593
1,1823,8192,-122,-606
1,1824,8197,-134,-609
1,1825,8194,-135,-602
1,1826,8197,-128,-608
1,1827,8200,-138,-607
1,1828,8194,-126,-588
1,1829,8188,-134,-587
1,1830,8190,-137,-603
1,1831,8195,-134,-613
1,1832,8197,-133,-623
1,1833,8196,-152,-624
1,1834,8185,-146,-595
1,1835,8169,-152,-589
1,1836,8170,-148,-613
1,1837,8175,-170,-623
1,1838,8179,-161,-631
1,1839,8182,-165,-632
1,1840,8188,-157,-618
1,1841,8187,-156,-613
1,1842,8187,-159,-608
1,1843,8186,-168,-617
1,1844,8182,-156,-625
1,1845,8179,-150,-627
1,1846,8176,-151,-638
1,1847,8180,-155,-621
1,1848,8184,-161,-621
1,1849,8172,-174,-615
1,1850,8169,-180,-608
1,1851,8175,-164,-598
1,1852,8186,-157,-604
1,1853,8183,-166,-607
1,1854,8186,-150,-624
1,1855,8181,-153,-612
1,1856,8193,-162,-606
1,1857,8179,-158,-596
1,1858,8178,-160,-591
1,1859,8185,-157,-586
1,1860,8190,-168,-581
1,1861,8190,-174,-582
1,1862,8190,-169,-604
1,1863,8197,-175,-617
1,1864,8191,-162,-612
1,1865,8192,-162,-607
1,1866,8190,-168,-610
1,1867,8184,-161,-612
1,1868,8175,-154,-599
1,1869,8185,-166,-604
1,1870,8191,-163,-600
1,1871,8201,-170,-584
1,1872,8212,-172,-590
1,1873,8207,-175,-590
1,1874,8206,-174,-592
1,1875,8197,-173,-591
1,1876,8196,-164,-581
1,1877,8200,-163,-585
1,1878,8196,-173,-583
1,1879,8186,-169,-602
1,1880,8192,-160,-613
1,1881,8193,-145,-607
1,1882,8180,-148,-587
1,1883,8189,-149,-589
1,1884,8186,-155,-603
1,1885,8179,-151,-614
1,1886,8189,-149,-612
1,1887,8192,-148,-613
1,1888,8190,-142,-614
1,1889,8182,-144,-600
1,1890,8178,-141,-599
1,1891,8187,-143,-587
1,1892,8193,-146,-593
1,1893,8191,-157,-604
1,1894,8198,-154,-614
1,1895,8193,-142,-600
1,1896,8188,-145,-624
1,1897,8179,-163,-629
1,1898,8183,-158,-615
1,1899,8190,-163,-607
1,1900,8195,-154,-602
1,1901,8195,-157,-614
1,1902,8183,-159,-603
1,1903,8174,-151,-612
1,1904,8177,-150,-624
1,1905,8184,-149,-591
1,1906,8186,-153,-575
1,1907,8190,-155,-570
1,1908,8191,-151,-590
1,1909,8186,-157,-591
1,1910,8188,-172,-590
1,1911,8181,-176,-596
1,1912,8184,-174,-599
1,1913,8195,-175,-592
1,1914,8195,-170,-586
1,1915,8187,-153,-588
1,1916,8190,-157,-590
1,1917,8192,-149,-590
1,1918,8189,-160,-600
1,1919,8192,-164,-606
1,1920,8197,-168,-602
1,1921,8184,-159,-592
1,1922,8182,-161,-591
1,1923,8183,-166,-576
1,1924,8179,-174,-605
1,1925,8184,-170,-615
1,1926,8185,-143,-619
1,1927,8178,-147,-621
1,1928,8175,-156,-619
1,1929,8177,-152,-622
1,1930,8181,-157,-619
1,1931,8186,-157,-619
1,1932,8193,-166,-605
1,1933,8187,-162,-584
1,1934,8181,-162,-585
1,1935,8184,-162,-594
1,1936,8190,-152,-576
1,1937,8192,-138,-583
1,1938,8204,-140,-589
1,1939,8202,-142,-593
1,1940,8196,-145,-598
1,1941,8192,-163,-592
1,1942,8183,-166,-606
1,1943,8193,-153,-608
1,1944,8188,-145,-601
1,1945,8170,-150,-599
1,1946,8178,-132,-593
1,1947,8186,-139,-596
1,1948,8197,-154,-606
1,1949,8191,-151,-599
1,1950,8187,-156,-619
1,1951,8188,-171,-624
1,1952,8191,-176,-618
1,1953,8201,-176,-605
1,1954,8192,-177,-605
1,1955,8185,-155,-611
1,1956,8185,-149,-604
1,1957,8197,-152,-609
1,1958,8182,-156,-620
1,1959,8191,-162,-612
1,1960,8192,-167,-587
1,1961,8191,-151,-591
1,1962,8194,-149,-596
1,1963,8195,-154,-611
1,1964,8199,-154,-612
1,1965,8205,-152,-599
1,1966,8189,-162,-595
1,1967,8180,-159,-577
1,1968,8187,-166,-597
1,1969,8190,-164,-606
1,1970,8197,-169,-620
1,1971,8184,-162,-624
1,1972,8182,-157,-634
1,1973,8182,-161,-595
1,1974,8184,-172,-586
1,1975,8193,-167,-602
1,1976,8196,-159,-610
1,1977,8186,-163,-610
1,1978,8176,-168,-612
1,1979,8185,-168,-623
1,1980,8191,-163,-598
1,1981,8188,-165,-588
1,1982,8187,-158,-584
1,1983,8191,-148,-600
1,1984,8196,-158,-601
1,1985,8184,-164,-612
1,1986,8193,-162,-629
1,1987,8186,-162,-605
1,1988,8196,-158,-610
1,1989,8190,-152,-611
1,1990,8189,-150,-613
1,1991,8183,-152,-603
1,1992,8190,-154,-602
1,1993,8187,-156,-612
1,1994,8176,-157,-616
1,1995,8178,-156,-610
1,1996,8188,-158,-600
1,1997,8192,-151,-571
1,1998,8197,-149,-581
1,1999,8192,-149,-586
1,2000,8186,-149,-583
1,2001,8192,-160,-596
1,2002,8205,-158,-594
1,2003,8192,-145,-591
1,2004,8187,-151,-601
1,2005,8190,-161,-621
1,2006,8188,-167,-614
1,2007,8192,-164,-613
1,2008,8193,-150,-618
1,2009,8200,-158,-609
1,2010,8195,-169,-617
1,2011,8200,-165,-612
1,2012,8202,-161,-618
1,2013,8195,-167,-605
1,2014,8185,-164,-610
1,2015,8179,-169,-606
1,2016,8181,-159,-587
1,2017,8178,-144,-593
1,2018,8187,-143,-603
1,2019,8184,-151,-591
1,2020,8188,-156,-584
1,2021,8185,-151,-594
1,2022,8183,-148,-613
1,2023,8195,-140,-620
1,2024,8184,-141,-611
1,2025,8186,-154,-590
1,2026,8201,-162,-593
1,2027,8198,-168,-585
1,2028,8186,-157,-598
1,2029,8175,-162,-597
1,2030,8184,-152,-591
1,2031,8189,-155,-600
1,2032,8192,-165,-606
1,2033,8206,-169,-603
1,2034,8202,-159,-601
1,2035,8196,-157,-584
1,2036,8190,-157,-599
1,2037,8197,-156,-586
1,2038,8205,-156,-593
1,2039,8187,-152,-583
1,2040,8187,-152,-590
1,2041,8187,-141,-606
1,2042,8193,-151,-599
1,2043,8191,-151,-602
1,2044,8200,-157,-606
1,2045,8199,-159,-604
1,2046,8190,-175,-594
1,2047,8182,-165,-574
1,2048,8179,-167,-560
1,2049,8179,-174,-566
1,2050,8190,-174,-574
1,2051,8198,-158,-594
1,2052,8191,-155,-609
1,2053,8185,-160,-607
1,2054,8190,-159,-598
1,2055,8198,-159,-602
1,2056,8196,-152,-604
1,2057,8203,-154,-617
1,2058,8198,-154,-621
1,2059,8206,-153,-640
